"17395","2062"
"17394","4760"
"17393","4898"
"17392","4076"
"17391","3498"
"17390","3701"
"17389","4857"
"17388","4150"
"17387","4873"
"17386","5923"
"17385","5429"
"17384","5363"
"17383","7916"
"17382","7214"
"17381","7173"
"17380","5391"
"17379","7407"
"17378","6355"
"17377","6744"
"17376","6142"
"17375","5599"
"17374","4973"
"17373","6431"
"17372","6192"
"17371","5812"
"17370","5700"
"17369","5389"
"17368","5920"
"17367","6313"
"17366","5102"
"17365","6416"
"17364","5643"
"17363","6636"
"17362","5548"
"17361","4519"
"17360","4158"
"17359","5261"
"17358","5537"
"17357","4094"
"17356","5593"
"17355","7497"
"17354","4359"
"17353","4974"
"17352","5105"
"17351","5346"
"17350","6154"
"17349","7611"
"17348","3963"
"17347","4510"
"17346","5405"
"17345","5254"
"17344","6079"
"17343","6431"
"17342","6800"
"17341","6288"
"17340","6979"
"17339","6036"
"17338","5005"
"17337","5636"
"17336","7047"
"17335","6413"
"17334","5966"
"17333","7107"
"17332","6575"
"17331","6892"
"17330","5700"
"17329","6744"
"17328","9182"
"17327","7362"
"17326","5479"
"17325","5721"
"17324","6103"
"17323","5917"
"17322","5394"
"17321","5962"
"17320","6491"
"17319","5547"
"17318","5895"
"17317","4895"
"17316","5429"
"17315","6041"
"17314","6626"
"17313","5132"
"17312","6241"
"17311","6960"
"17310","7345"
"17309","5983"
"17308","6296"
"17307","6555"
"17306","7317"
"17305","6634"
"17304","5310"
"17303","5339"
"17302","4916"
"17301","5148"
"17300","5568"
"17299","4716"
"17298","5840"
"17297","5316"
"17296","5096"
"17295","5089"
"17294","4588"
"17293","7004"
"17292","5954"
"17291","5069"
"17290","6137"
"17289","5881"
"17288","6241"
"17287","5717"
"17286","6661"
"17285","6854"
"17284","7001"
"17283","6352"
"17282","6627"
"17281","8182"
"17280","7443"
"17279","7284"
"17278","7446"
"17277","7063"
"17276","9346"
"17275","8980"
"17274","7508"
"17273","5571"
"17272","6178"
"17271","4135"
"17270","2846"
"17269","1587"
"17268","16"
"17267","3"
