"17394","4473"
"17393","9924"
"17392","9972"
"17391","10206"
"17390","7654"
"17389","7788"
"17388","6039"
"17387","8731"
"17386","8879"
"17385","11373"
"17384","8052"
"17383","8805"
"17382","8222"
"17381","6440"
"17380","6838"
"17379","7100"
"17378","7597"
"17377","8915"
"17376","9247"
"17375","7680"
"17374","7237"
"17373","8135"
"17372","6685"
"17371","10015"
"17370","7368"
"17369","9446"
"17368","8462"
"17367","7378"
"17366","8326"
"17365","9498"
"17364","12416"
"17363","11602"
"17362","6832"
"17361","7786"
"17360","5942"
"17359","6248"
"17358","6034"
"17357","5695"
"17356","10383"
"17355","6487"
"17354","5363"
"17353","6982"
"17352","6344"
"17351","7022"
"17350","6216"
"17349","9424"
"17348","7388"
"17347","6607"
"17346","7429"
"17345","7574"
"17344","7910"
"17343","8343"
"17342","9476"
"17341","9987"
"17340","6452"
"17339","6571"
"17338","6436"
"17337","6411"
"17336","7300"
"17335","9208"
"17334","6341"
"17333","6368"
"17332","7958"
"17331","6619"
"17330","5952"
"17329","5004"
"17328","8138"
"17327","8412"
"17326","8758"
"17325","8461"
"17324","8333"
"17323","9007"
"17322","10028"
"17321","7564"
"17320","6200"
"17319","7946"
"17318","9503"
"17317","6787"
"17316","7988"
"17315","10616"
"17314","8550"
"17313","11485"
"17312","9442"
"17311","7383"
"17310","9504"
"17309","9700"
"17308","10175"
"17307","12192"
"17306","9490"
"17305","11174"
"17304","11626"
"17303","8619"
"17302","11428"
"17301","15025"
"17300","13550"
"17299","12067"
"17298","13862"
"17297","8742"
"17296","12583"
"17295","12254"
"17294","14300"
"17293","15067"
"17292","14415"
"17291","11346"
"17290","13410"
"17289","12608"
"17288","14362"
"17287","16007"
"17286","15197"
"17285","14063"
"17284","12847"
"17283","12677"
"17282","9758"
"17281","8827"
"17280","6951"
"17279","9729"
"17278","6113"
"17277","4363"
"17276","4389"
"17275","3667"
"17274","2609"
"17273","3347"
"17272","2513"
"17271","349"
