"17398","2785"
"17397","4921"
"17396","4595"
"17395","4632"
"17394","4279"
"17393","4245"
"17392","5284"
"17391","3731"
"17390","5165"
"17389","2972"
"17388","3436"
"17387","5808"
"17386","3690"
"17385","4066"
"17384","3453"
"17383","2727"
"17382","5129"
"17381","5692"
"17380","5042"
"17379","4675"
"17378","3606"
"17377","4465"
"17376","4707"
"17375","6393"
"17374","5225"
"17373","4156"
"17372","4482"
"17371","5087"
"17370","4561"
"17369","3396"
"17368","6808"
"17367","4312"
"17366","5687"
"17365","4725"
"17364","5831"
"17363","3767"
"17362","4456"
"17361","3759"
"17360","5797"
"17359","4882"
"17358","4538"
"17357","4947"
"17356","6012"
"17355","6023"
"17354","3193"
"17353","5846"
"17352","5013"
"17351","3767"
"17350","5027"
"17349","5530"
"17348","5241"
"17347","4424"
"17346","4333"
"17345","3691"
"17344","4457"
"17343","3208"
"17342","5703"
"17341","3258"
"17340","4149"
"17339","4093"
"17338","4752"
"17337","4639"
"17336","5498"
"17335","3215"
"17334","4558"
"17333","3900"
"17332","3598"
"17331","4195"
"17330","4378"
"17329","5320"
"17328","4379"
"17327","7063"
"17326","4050"
"17325","5564"
"17324","5538"
"17323","4983"
"17322","4160"
"17321","4284"
"17320","6154"
"17319","6552"
"17318","6061"
"17317","5554"
"17316","6108"
"17315","5338"
"17314","6646"
"17313","6473"
"17312","5210"
"17311","6198"
"17310","6406"
"17309","4294"
"17308","7540"
"17307","6726"
"17306","5640"
"17305","5759"
"17304","6032"
"17303","5945"
"17302","6997"
"17301","5558"
"17300","7075"
"17299","5446"
"17298","4940"
"17297","7278"
"17296","7718"
"17295","5234"
"17294","5711"
"17293","6577"
"17292","4819"
"17291","5347"
"17290","4613"
"17289","5099"
"17288","5157"
"17287","4189"
"17286","5183"
"17285","2969"
"17284","4970"
"17283","2360"
"17282","4190"
"17281","4383"
"17280","2095"
"17279","3949"
"17278","3932"
"17277","2258"
"17276","1848"
"17275","2102"
"17274","2586"
"17273","770"
"17272","22"
