"17398","1881"
"17397","5300"
"17396","3824"
"17395","3948"
"17394","3819"
"17393","4749"
"17392","5861"
"17391","7429"
"17390","5082"
"17389","5161"
"17388","5092"
"17387","3794"
"17386","4079"
"17385","4527"
"17384","5180"
"17383","5036"
"17382","3337"
"17381","3569"
"17380","3745"
"17379","3825"
"17378","5120"
"17377","6289"
"17376","5115"
"17375","3089"
"17374","4077"
"17373","4780"
"17372","4141"
"17371","4327"
"17370","4086"
"17369","5309"
"17368","3052"
"17367","3549"
"17366","4632"
"17365","4246"
"17364","5508"
"17363","5638"
"17362","5021"
"17361","4548"
"17360","3750"
"17359","4939"
"17358","5302"
"17357","5473"
"17356","5991"
"17355","5287"
"17354","4294"
"17353","3423"
"17352","4211"
"17351","4423"
"17350","5332"
"17349","5444"
"17348","4604"
"17347","3351"
"17346","3773"
"17345","4338"
"17344","3686"
"17343","4623"
"17342","5009"
"17341","4243"
"17340","3136"
"17339","4159"
"17338","3811"
"17337","3732"
"17336","3742"
"17335","3840"
"17334","4494"
"17333","2885"
"17332","3211"
"17331","2987"
"17330","2808"
"17329","3903"
"17328","5135"
"17327","3858"
"17326","2678"
"17325","2588"
"17324","3077"
"17323","3335"
"17322","3317"
"17321","3453"
"17320","1998"
"17319","1057"
"17318","1568"
"17317","3530"
"17316","1701"
"17315","1968"
"17314","2216"
"17313","2730"
"17312","1759"
"17311","1703"
"17310","1378"
"17309","1836"
"17308","2147"
"17307","2856"
"17306","2852"
"17305","1865"
"17304","2314"
"17303","1849"
"17302","2086"
"17301","2630"
"17300","3070"
"17299","2621"
"17298","1997"
"17297","1782"
"17296","1048"
"17295","1526"
"17294","1128"
"17293","1852"
"17292","2028"
"17291","1324"
"17290","1183"
"17289","1264"
"17288","689"
"17287","609"
"17286","313"
"17285","9"
"17284","18"
"17283","33"
"17282","13"
"17281","24"
"17280","58"
"17279","218"
"17278","4"
