"17398","901"
"17397","799"
"17396","659"
"17395","866"
"17394","795"
"17393","878"
"17392","1006"
"17391","671"
"17390","941"
"17389","830"
"17388","883"
"17387","693"
"17386","920"
"17385","1445"
"17384","1300"
"17383","984"
"17382","1070"
"17381","728"
"17380","894"
"17379","704"
"17378","506"
"17377","1236"
"17376","1279"
"17375","772"
"17374","951"
"17373","851"
"17372","1078"
"17371","855"
"17370","842"
"17369","820"
"17368","930"
"17367","1129"
"17366","847"
"17365","1390"
"17364","1464"
"17363","1520"
"17362","1759"
"17361","1781"
"17360","1556"
"17359","1644"
"17358","2307"
"17357","2156"
"17356","2390"
"17355","3030"
"17354","1933"
"17353","2264"
"17352","1487"
"17351","2788"
"17350","2319"
"17349","2109"
"17348","2337"
"17347","2368"
"17346","1798"
"17345","2206"
"17344","2432"
"17343","1979"
"17342","2641"
"17341","2014"
"17340","1326"
"17339","2179"
"17338","1839"
"17337","1835"
"17336","2048"
"17335","2200"
"17334","4345"
"17333","2869"
"17332","2328"
"17331","3499"
"17330","2669"
"17329","5361"
"17328","3493"
"17327","2787"
"17326","3907"
"17325","3060"
"17324","3536"
"17323","2939"
"17322","3619"
"17321","2625"
"17320","3081"
"17319","2738"
"17318","2330"
"17317","2369"
"17316","2868"
"17315","3564"
"17314","2844"
"17313","3819"
"17312","3634"
"17311","2360"
"17310","3315"
"17309","2234"
"17308","2238"
"17307","2575"
"17306","3132"
"17305","3714"
"17304","3188"
"17303","3738"
"17302","3507"
"17301","2783"
"17300","2844"
"17299","4526"
"17298","4178"
"17297","3591"
"17296","4145"
"17295","3684"
"17294","3397"
"17293","3348"
"17292","2840"
"17291","3370"
"17290","3199"
"17289","2576"
"17288","3255"
"17287","2817"
"17286","2856"
"17285","2320"
"17284","3904"
"17283","3897"
"17282","5353"
"17281","4329"
"17280","5572"
"17279","3069"
"17278","1773"
"17277","942"
