"17399","640"
"17398","1948"
"17397","1977"
"17396","2877"
"17395","2226"
"17394","2020"
"17393","2483"
"17392","2667"
"17391","3010"
"17390","2166"
"17389","3424"
"17388","2716"
"17387","2228"
"17386","1453"
"17385","2436"
"17384","2551"
"17383","2080"
"17382","1621"
"17381","1723"
"17380","2119"
"17379","1968"
"17378","1662"
"17377","2381"
"17376","2071"
"17375","1903"
"17374","2089"
"17373","2636"
"17372","2234"
"17371","1704"
"17370","2080"
"17369","2825"
"17368","1341"
"17367","1712"
"17366","2101"
"17365","1574"
"17364","2017"
"17363","2411"
"17362","2117"
"17361","3405"
"17360","2367"
"17359","1837"
"17358","1903"
"17357","2308"
"17356","1880"
"17355","2263"
"17354","2241"
"17353","2864"
"17352","3069"
"17351","2230"
"17350","2833"
"17349","2325"
"17348","3144"
"17347","2381"
"17346","2781"
"17345","3403"
"17344","2608"
"17343","2187"
"17342","2017"
"17341","2313"
"17340","2417"
"17339","2394"
"17338","2459"
"17337","2062"
"17336","2826"
"17335","3177"
"17334","2376"
"17333","2479"
"17332","2467"
"17331","1972"
"17330","1947"
"17329","2411"
"17328","3361"
"17327","2335"
"17326","1824"
"17325","1757"
"17324","3464"
"17323","2599"
"17322","2752"
"17321","3296"
"17320","3074"
"17319","3268"
"17318","3647"
"17317","3721"
"17316","3383"
"17315","4831"
"17314","7032"
"17313","6219"
"17312","5726"
"17311","6987"
"17310","8666"
"17309","7058"
"17308","10659"
"17307","10065"
"17306","12132"
"17305","11096"
"17304","9884"
"17303","9920"
"17302","11213"
"17301","9970"
"17300","10056"
"17299","10422"
"17298","8995"
"17297","10424"
"17296","10258"
"17295","11391"
"17294","11303"
"17293","10763"
"17292","11204"
"17291","13016"
"17290","9574"
"17289","9411"
"17288","8680"
"17287","11049"
"17286","11888"
"17285","13500"
"17284","13080"
"17283","13488"
"17282","12392"
"17281","13679"
"17280","12594"
"17279","13330"
"17278","10088"
"17277","9945"
"17276","11800"
"17275","9780"
"17274","11747"
