"17399","53"
"17398","10"
"17397","16"
"17396","79"
"17395","83"
"17394","75"
"17393","81"
"17392","80"
"17391","16"
"17390","16"
"17389","50"
"17388","93"
"17387","97"
"17386","85"
"17385","100"
"17384","12"
"17383","27"
"17382","73"
"17381","99"
"17380","112"
"17379","110"
"17378","81"
"17377","17"
"17376","39"
"17375","133"
"17374","140"
"17373","131"
"17372","121"
"17371","104"
"17370","48"
"17369","16"
"17368","98"
"17367","105"
"17366","111"
"17365","111"
"17364","44"
"17363","34"
"17362","43"
"17361","90"
"17360","95"
"17359","108"
"17358","109"
"17357","120"
"17356","31"
"17355","61"
"17354","119"
"17353","138"
"17352","141"
"17351","122"
"17350","117"
"17349","35"
"17348","46"
"17347","129"
"17346","126"
"17345","112"
"17344","139"
"17343","126"
"17342","39"
"17341","56"
"17340","120"
"17339","124"
"17338","132"
"17337","148"
"17336","102"
"17335","21"
"17334","41"
"17333","130"
"17332","130"
"17331","133"
"17330","156"
"17329","112"
"17328","40"
"17327","77"
"17326","151"
"17325","142"
"17324","165"
"17323","139"
"17322","151"
"17321","41"
"17320","50"
"17319","212"
"17318","189"
"17317","134"
"17316","166"
"17315","143"
"17314","48"
"17313","53"
"17312","146"
"17311","161"
"17310","287"
"17309","212"
"17308","272"
"17307","98"
"17306","50"
"17305","279"
"17304","313"
"17303","302"
"17302","361"
"17301","321"
"17300","90"
"17299","152"
"17298","347"
"17297","382"
"17296","314"
"17295","394"
"17294","357"
"17293","63"
"17292","90"
"17291","174"
"17290","159"
"17289","272"
"17288","469"
"17287","515"
"17286","223"
"17285","191"
"17284","614"
"17283","604"
"17282","650"
"17281","816"
"17280","498"
"17279","714"
